IdRegistro,Fecha,Mes,Hogar,TipoVivienda,ZonaClimatica,DispositivosActivos,ConsumoBase_kWh,ConsumoExtra_kWh,Tarifa,Precio_kWh,CosteDiario,PicoDemanda
49415,2024-05-28,5,H019,Piso,Centro,7.0,4.48,3.04,C,0.23,1.73,No
49416,2024-03-16,3,H007,Chalet,Norte,15.0,7.89,3.08,A,0.2,2.19,No
49417,2024-03-20,3,H047,Chalet,Centro,10.0,8.17,2.61,A,0.2,2.16,No
49418,2024-02-21,2,H045,Piso,Costa,6.0,3.1,2.03,B,0.18,0.92,No
49419,2024-03-03,3,H041,Chalet,Centro,14.0,6.22,4.03,A,0.2,2.05,No
49420,2024-03-24,3,H014,Adosado,Norte,9.0,5.28,5.15,A,0.2,,No
49421,2024-12-08,12,H038,Adosado,Centro,8.0,6.99,1.58,A,0.2,1.71,No
49422,2024-09-11,9,H007,Piso,Sur,6.0,3.56,3.37,A,0.2,1.39,No
49423,2024-02-28,2,H046,Piso,Norte,,3.85,4.34,A,0.2,1.64,No
49424,2024-01-08,1,H043,Chalet,Sur,11.0,7.15,5.82,C,0.23,2.98,No
49425,2024-11-02,11,H003,Piso,Sur,8.0,3.41,3.57,B,0.18,1.26,No
49426,2024-03-16,3,H011,Adosado,Centro,,5.64,3.09,A,0.2,1.75,No
49427,2024-03-18,3,H008,Piso,Centro,6.0,3.81,2.02,B,0.18,1.05,No
49428,2024-05-03,5,H026,Piso,Centro,7.0,3.94,1.74,B,0.18,1.02,No
49429,2024-01-12,1,H038,Piso,Sur,7.0,3.54,6.0,A,0.2,1.91,No
49430,2024-10-06,10,H003,Piso,Centro,5.0,4.73,3.29,A,0.2,1.6,No
49431,2024-02-14,2,H029,Adosado,Sur,9.0,5.05,3.25,C,0.23,1.91,Sí
49432,2024-02-22,2,H012,Piso,Norte,7.0,5.16,2.73,A,0.2,,No
49433,2024-06-29,6,H018,Piso,Costa,7.0,3.69,2.07,B,0.18,1.04,Sí
49434,2024-08-21,8,H057,Chalet,Centro,12.0,7.61,2.33,A,0.2,1.99,Sí
49435,2024-07-04,7,H043,Chalet,Costa,12.0,7.27,3.23,A,0.2,2.1,No
49436,2024-10-19,10,H007,Estudio,Sur,6.0,3.12,2.83,C,0.23,1.37,No
49437,2024-03-15,3,H030,Piso,Sur,7.0,4.56,2.33,B,0.18,1.24,Sí
49438,2024-07-16,7,H042,Piso,Norte,7.0,4.11,2.94,B,0.18,1.27,No
49439,2024-03-19,3,H048,Adosado,Norte,9.0,6.33,3.8,A,0.2,2.03,No
49440,2024-08-20,8,H058,Estudio,Norte,5.0,2.37,,A,0.2,1.21,Sí
49441,2024-06-16,6,H016,Estudio,Centro,5.0,2.05,1.98,B,0.18,0.73,No
49442,2024-01-23,1,H047,Piso,Norte,5.0,5.42,3.5,A,0.2,1.78,No
49443,2024-08-17,8,H045,Chalet,Costa,11.0,6.59,1.88,B,0.18,1.52,Sí
49444,2024-10-31,10,H025,Estudio,Centro,7.0,1.72,1.65,A,0.2,0.67,No
49445,2024-05-14,5,H004,Estudio,Centro,4.0,3.79,4.01,A,0.2,1.56,No
49446,2024-10-19,10,H004,Piso,Norte,8.0,3.78,5.23,A,0.2,,No
49447,2024-02-07,2,H038,Piso,Costa,5.0,5.05,1.24,B,0.18,,No
49448,2024-08-19,8,H050,Adosado,Sur,8.0,5.34,2.38,B,0.18,1.39,No
49449,2024-12-20,12,H058,Chalet,Norte,14.0,7.16,,A,0.2,2.04,Sí
49450,2024-06-16,6,H001,Chalet,Norte,12.0,8.66,3.37,B,0.18,,No
49451,2024-10-11,10,H042,Piso,Norte,7.0,4.93,5.59,B,0.18,1.89,No
49452,2024-04-12,4,H003,Adosado,Sur,9.0,4.81,3.81,C,0.23,1.98,No
49453,2024-05-24,5,H028,Piso,Norte,6.0,3.81,2.85,C,0.23,1.53,No
49454,2024-08-30,8,H046,Piso,Centro,7.0,4.17,3.09,A,0.2,1.45,No
49455,2024-05-27,5,H011,Adosado,Sur,10.0,6.25,3.08,B,0.18,1.68,No
49456,2024-12-31,12,H037,Adosado,Centro,10.0,5.02,2.39,A,0.2,1.48,No
49457,2024-06-01,6,H002,Estudio,Centro,5.0,1.48,3.39,A,0.2,0.97,No
49458,2024-11-11,11,H009,Piso,Norte,7.0,3.44,,B,0.18,1.54,No
49459,2024-11-14,11,H017,Piso,Centro,5.0,3.44,3.2,C,0.23,1.53,No
49460,2024-10-21,10,H032,Piso,Norte,7.0,3.57,4.64,B,0.18,1.48,Sí
49461,2024-05-05,5,H051,Piso,Norte,5.0,3.95,3.28,B,0.18,1.3,No
49462,2024-07-10,7,H031,Chalet,Sur,13.0,7.46,3.53,C,0.23,2.53,No
49463,2024-03-23,3,H021,Piso,Costa,8.0,4.66,1.29,B,0.18,1.07,No
49464,2024-01-21,1,H017,Piso,Norte,9.0,4.33,3.78,C,0.23,1.87,No
49465,2024-10-14,10,H052,Piso,Sur,6.0,3.81,4.25,B,0.18,1.45,No
49466,2024-10-10,10,H042,Piso,Norte,7.0,4.07,2.93,C,0.23,1.61,No
49467,2024-12-24,12,H017,Adosado,Centro,7.0,4.96,2.14,B,0.18,1.28,No
49468,2024-09-24,9,H043,Adosado,Centro,11.0,5.51,3.9,B,0.18,,No
49469,2024-04-30,4,H027,Chalet,Centro,15.0,8.12,1.67,B,0.18,1.76,No
49470,2024-04-20,4,H028,Piso,Sur,6.0,4.25,2.9,A,0.2,,Sí
49471,2024-03-19,3,H059,Piso,Norte,8.0,3.52,2.8,B,0.18,1.14,No
49472,2024-12-13,12,H039,Piso,Sur,9.0,4.08,2.48,B,0.18,1.18,Sí
49473,2024-03-25,3,H001,Estudio,Norte,5.0,1.78,4.8,B,0.18,1.18,No
49474,2024-03-20,3,H016,Piso,Costa,7.0,3.31,1.94,C,0.23,1.21,No
49475,2024-05-30,5,H003,Piso,Norte,7.0,3.41,4.37,A,0.2,1.56,No
49476,2024-08-31,8,H015,Piso,Norte,6.0,3.09,5.34,A,0.2,1.69,Sí
49477,2024-08-05,8,H004,Adosado,Norte,8.0,4.85,,A,0.2,1.5,No
49478,2024-01-15,1,H036,Chalet,Sur,11.0,6.25,2.84,C,0.23,2.09,No
49479,2024-04-10,4,H030,Estudio,Norte,4.0,2.97,5.52,C,0.23,,No
49480,2024-09-24,9,H029,Piso,Norte,6.0,4.04,2.83,B,0.18,1.24,No
49481,2024-02-04,2,H023,Estudio,Centro,,2.09,3.33,A,0.2,1.08,Sí
49482,2024-12-16,12,H005,Chalet,Sur,11.0,7.61,2.4,B,0.18,1.8,Sí
49483,2024-10-09,10,H047,Estudio,Sur,3.0,2.67,2.58,C,0.23,1.21,Sí
49484,2024-05-04,5,H011,Adosado,Costa,9.0,5.94,2.7,A,0.2,1.73,Sí
49485,2024-08-11,8,H056,Estudio,Norte,5.0,2.11,3.67,B,0.18,1.04,No
49486,2024-06-09,6,H019,Piso,Norte,6.0,4.0,3.73,B,0.18,1.39,No
49487,2024-01-13,1,H008,Chalet,Norte,10.0,7.71,4.07,A,0.2,2.36,No
49488,2024-06-13,6,H043,Estudio,Centro,4.0,2.56,2.22,C,0.23,1.1,No
49489,2024-09-14,9,H011,Piso,Sur,6.0,4.06,4.44,B,0.18,1.53,No
49490,2024-10-19,10,H009,Adosado,Centro,7.0,6.1,1.88,A,0.2,1.6,Sí
49491,2024-04-23,4,H046,Estudio,Centro,8.0,2.26,1.54,B,0.18,,Sí
49492,2024-04-29,4,H025,Piso,Norte,8.0,3.31,3.13,B,0.18,1.16,No
49493,2024-03-09,3,H025,Piso,Sur,11.0,2.92,3.72,B,0.18,1.2,No
49494,2024-09-30,9,H014,Adosado,Centro,9.0,4.91,1.64,A,0.2,1.31,No
49495,2024-02-17,2,H031,Chalet,Centro,10.0,8.54,2.76,A,0.2,2.26,No
49496,2024-12-02,12,H013,Chalet,Norte,11.0,7.13,3.48,B,0.18,1.91,No
49497,2024-11-17,11,H001,Piso,Norte,8.0,3.18,3.18,B,0.18,1.14,No
49498,2024-12-27,12,H030,Chalet,Centro,10.0,7.47,2.25,B,0.18,1.75,No
49499,2024-02-27,2,H009,Piso,Norte,6.0,3.76,3.82,B,0.18,1.36,No
49500,2024-03-18,3,H040,Chalet,Costa,11.0,7.18,2.03,B,0.18,1.66,No
49501,2024-07-22,7,H029,Adosado,Centro,8.0,5.2,2.65,B,0.18,1.41,No
49502,2024-08-12,8,H031,Adosado,Sur,9.0,4.79,2.86,A,0.2,1.53,No
49503,2024-09-19,9,H018,Piso,Norte,6.0,3.88,3.44,A,0.2,1.46,No
49504,2024-04-12,4,H003,Chalet,Norte,11.0,7.21,3.11,B,0.18,1.86,No
49505,2024-04-18,4,H055,Estudio,Costa,5.0,3.73,1.53,A,0.2,1.05,No
49506,2024-09-21,9,H035,Piso,Norte,9.0,4.59,4.22,A,0.2,1.76,No
49507,2024-11-20,11,H002,Piso,Norte,6.0,4.74,4.23,B,0.18,1.61,No
49508,2024-02-25,2,H004,Piso,Costa,7.0,4.65,2.62,A,0.2,1.45,No
49509,2024-11-07,11,H041,Piso,Sur,8.0,2.6,2.06,B,0.18,0.84,No
49510,2024-09-08,9,H015,Adosado,Sur,11.0,6.18,3.21,B,0.18,1.69,No
49511,2024-10-26,10,H050,Adosado,Sur,8.0,5.73,2.26,A,0.2,1.6,No
49512,2024-03-12,3,H017,Chalet,Norte,10.0,7.58,3.63,B,0.18,2.02,No
49513,2024-05-20,5,H026,Estudio,Sur,5.0,3.04,2.31,A,0.2,1.07,No
49514,2024-06-28,6,H031,Piso,Norte,7.0,4.54,5.51,C,0.23,2.31,No
49515,2024-07-21,7,H030,Piso,Norte,6.0,3.91,2.72,B,0.18,1.19,No
49516,2024-09-27,9,H023,Adosado,Centro,10.0,6.28,4.03,A,0.2,2.06,No
49517,2024-04-19,4,H030,Adosado,Centro,10.0,4.95,2.73,A,0.2,1.54,No
49518,2024-03-22,3,H011,Piso,Centro,9.0,4.97,2.46,B,0.18,1.34,No
49519,2024-03-24,3,H033,Chalet,Sur,10.0,8.51,2.62,B,0.18,2.0,No
49520,2024-09-13,9,H038,Chalet,Costa,12.0,7.37,,B,0.18,2.3,No
49521,2024-07-11,7,H046,Piso,Centro,10.0,3.89,2.24,C,0.23,1.41,No
49522,2024-05-18,5,H005,Piso,Centro,5.0,4.1,3.09,A,0.2,1.44,No
49523,2024-08-08,8,H059,Piso,Centro,6.0,5.4,3.35,C,0.23,2.01,No
49524,2024-07-07,7,H056,Piso,Norte,7.0,3.81,3.43,A,0.2,1.45,No
49525,2024-12-14,12,H035,Piso,Sur,,3.48,2.75,A,0.2,1.25,No
49526,2024-12-09,12,H051,Chalet,Sur,11.0,7.81,2.94,A,0.2,2.15,No
49527,2024-12-05,12,H001,Piso,Costa,8.0,4.19,2.04,B,0.18,1.12,No
49528,2024-07-15,7,H004,Piso,Centro,9.0,3.73,2.53,B,0.18,1.13,No
49529,2024-10-27,10,H058,Piso,Sur,6.0,4.47,2.33,B,0.18,1.22,No
49530,2024-03-14,3,H048,Estudio,Sur,6.0,1.08,3.05,A,0.2,0.83,No
49531,2024-07-16,7,H058,Adosado,Norte,9.0,5.23,3.14,C,0.23,1.93,No
49532,2024-11-19,11,H038,Chalet,Costa,12.0,8.16,1.36,B,0.18,1.71,Sí
49533,2024-09-16,9,H037,Piso,Norte,6.0,4.61,3.35,B,0.18,1.43,Sí
49534,2024-07-17,7,H007,Piso,Sur,6.0,4.85,3.19,C,0.23,1.85,No
49535,2024-10-30,10,H060,Piso,Centro,7.0,4.57,2.25,C,0.23,1.57,No
49536,2024-12-18,12,H059,Chalet,Sur,13.0,7.99,2.31,C,0.23,2.37,No
49537,2024-05-16,5,H010,Adosado,Centro,9.0,5.63,1.8,C,0.23,1.71,No
49538,2024-12-11,12,H033,Piso,Norte,6.0,4.11,3.57,C,0.23,1.77,No
49539,2024-06-23,6,H051,Piso,Costa,5.0,2.88,3.61,A,0.2,,No
49540,2024-11-11,11,H059,Piso,Costa,10.0,4.21,2.1,B,0.18,1.14,No
49541,2024-11-03,11,H014,Piso,Centro,5.0,3.61,2.84,C,0.23,1.48,No
49542,2024-12-07,12,H036,Chalet,Centro,12.0,8.49,,A,0.2,2.17,No
49543,2024-12-18,12,H047,Piso,Centro,7.0,3.31,6.03,A,0.2,1.87,No
49544,2024-10-30,10,H038,Chalet,Norte,,7.95,2.97,C,0.23,2.51,Sí
49545,2024-05-12,5,H052,Adosado,Sur,15.0,6.92,5.2,A,0.2,2.42,No
49546,2024-01-27,1,H055,Piso,Centro,6.0,5.83,3.17,C,0.23,2.07,Sí
49547,2024-09-13,9,H030,Piso,Sur,6.0,3.66,2.2,A,0.2,1.17,Sí
49548,2024-02-20,2,H026,Piso,Norte,6.0,4.39,3.18,B,0.18,,No
49549,2024-05-23,5,H031,Chalet,Costa,12.0,7.93,3.82,A,0.2,2.35,No
49550,2024-12-20,12,H042,Adosado,Costa,10.0,5.69,1.41,A,0.2,1.42,No
49551,2024-12-21,12,H047,Adosado,Sur,10.0,5.05,2.95,A,0.2,1.6,No
49552,2024-08-23,8,H019,Estudio,Costa,7.0,1.91,1.91,A,0.2,0.76,No
49553,2024-06-08,6,H040,Piso,Norte,6.0,5.06,5.48,C,0.23,2.42,No
49554,2024-12-24,12,H013,Piso,Costa,5.0,4.85,4.11,A,0.2,1.79,No
49555,2024-10-29,10,H023,Piso,Norte,8.0,3.68,3.16,A,0.2,1.37,No
49556,2024-09-27,9,H019,Chalet,Norte,13.0,7.56,3.29,C,0.23,2.5,No
49557,2024-06-02,6,H016,Chalet,Costa,13.0,7.42,3.54,B,0.18,1.97,No
49558,2024-02-06,2,H025,Piso,Norte,7.0,4.09,2.82,C,0.23,1.59,No
49559,2024-08-04,8,H026,Piso,Centro,7.0,4.83,2.96,B,0.18,1.4,No
49560,2024-05-09,5,H021,Chalet,Costa,13.0,6.88,3.81,A,0.2,2.14,Sí
49561,2024-03-16,3,H018,Chalet,Costa,12.0,7.13,3.07,A,0.2,2.04,No
49562,2024-10-14,10,H009,Adosado,Norte,9.0,6.15,3.05,A,0.2,1.84,Sí
49563,2024-07-15,7,H024,Piso,Centro,6.0,3.53,3.49,B,0.18,1.26,No
49564,2024-11-06,11,H047,Adosado,Norte,9.0,5.27,3.39,A,0.2,,No
49565,2024-08-04,8,H040,Chalet,Costa,13.0,8.93,3.12,A,0.2,2.41,No
49566,2024-04-08,4,H017,Adosado,Norte,9.0,4.66,2.63,A,0.2,1.46,No
49567,2024-11-07,11,H030,Adosado,Norte,9.0,5.53,4.2,A,0.2,1.95,No
49568,2024-10-11,10,H004,Piso,Norte,8.0,4.1,2.76,A,0.2,1.37,No
49569,2024-08-17,8,H055,Chalet,Costa,11.0,6.57,1.94,C,0.23,1.96,No
49570,2024-04-18,4,H054,Chalet,Norte,11.0,7.83,3.0,A,0.2,2.17,No
49571,2024-12-05,12,H028,Chalet,Norte,12.0,7.19,4.05,C,0.23,2.59,No
49572,2024-06-12,6,H041,Estudio,Sur,6.0,2.53,3.09,A,0.2,1.12,No
49573,2024-04-25,4,H040,Piso,Norte,7.0,3.78,3.9,C,0.23,1.77,No
49574,2024-03-11,3,H009,Chalet,Centro,12.0,8.27,1.8,A,0.2,2.01,No
49575,2024-08-01,8,H036,Chalet,Centro,10.0,6.82,2.02,B,0.18,1.59,No
49576,2024-12-03,12,H008,Piso,Norte,8.0,4.55,3.04,B,0.18,1.37,Sí
49577,2024-02-22,2,H060,Chalet,Sur,13.0,6.3,2.6,B,0.18,1.6,No
49578,2024-03-25,3,H022,Chalet,Sur,10.0,7.11,2.97,A,0.2,2.02,No
49579,2024-12-07,12,H025,Adosado,Norte,,4.17,3.73,A,0.2,1.58,No
49580,2024-03-16,3,H058,Adosado,Centro,9.0,6.14,2.07,C,0.23,1.89,Sí
49581,2024-09-23,9,H049,Piso,Norte,6.0,4.16,3.27,B,0.18,1.34,No
49582,2024-09-04,9,H006,Adosado,Sur,10.0,4.76,,B,0.18,,No
49583,2024-11-27,11,H026,Adosado,Centro,7.0,6.16,2.11,A,0.2,1.65,No
49584,2024-10-12,10,H042,Chalet,Centro,14.0,8.57,3.99,C,0.23,2.89,No
49585,2024-03-19,3,H002,Adosado,Costa,8.0,5.34,2.78,B,0.18,1.46,No
49586,2024-04-16,4,H031,Piso,Costa,6.0,3.93,,A,0.2,1.2,No
49587,2024-03-22,3,H012,Estudio,Norte,4.0,2.1,3.68,C,0.23,1.33,No
49588,2024-07-20,7,H019,Estudio,Norte,5.0,3.01,4.67,A,0.2,1.54,No
49589,2024-08-17,8,H057,Piso,Norte,6.0,3.86,3.81,A,0.2,1.53,Sí
49590,2024-08-14,8,H037,Piso,Costa,6.0,4.67,2.95,B,0.18,1.37,No
49591,2024-01-20,1,H048,Adosado,Norte,10.0,6.26,2.77,C,0.23,2.08,No
49592,2024-09-24,9,H037,Piso,Norte,9.0,3.85,,B,0.18,1.41,No
49593,2024-11-18,11,H001,Estudio,Norte,6.0,3.16,2.79,C,0.23,1.37,No
49594,2024-06-26,6,H010,Piso,Sur,6.0,4.55,2.48,A,0.2,1.41,Sí
49595,2024-05-19,5,H060,Piso,Centro,8.0,5.51,1.77,B,0.18,1.31,Sí
49596,2024-11-05,11,H060,Adosado,Costa,10.0,5.04,1.63,B,0.18,1.2,No
49597,2024-03-20,3,H034,Piso,Sur,7.0,3.68,3.0,A,0.2,1.34,No
49598,2024-06-30,6,H016,Estudio,Norte,4.0,3.36,3.98,B,0.18,1.32,No
49599,2024-03-14,3,H041,Chalet,Centro,13.0,6.94,4.64,A,0.2,2.32,No
49600,2024-05-26,5,H007,Piso,Sur,6.0,3.79,2.15,A,0.2,1.19,No
49601,2024-08-20,8,H013,Adosado,Sur,8.0,5.49,2.22,A,0.2,1.54,No
49602,2024-05-21,5,H004,Adosado,Centro,10.0,7.0,1.93,A,0.2,1.79,No
49603,2024-05-29,5,H039,Piso,Centro,6.0,5.09,1.76,B,0.18,1.23,No
49604,2024-05-11,5,H031,Piso,Centro,9.0,4.11,6.03,B,0.18,,No
49605,2024-08-26,8,H010,Adosado,Costa,9.0,5.31,2.13,B,0.18,1.34,No
49606,2024-11-10,11,H012,Estudio,Norte,4.0,2.15,6.01,A,0.2,1.63,No
49607,2024-06-10,6,H034,Estudio,Norte,,2.35,4.8,A,0.2,1.43,No
49608,2024-11-15,11,H028,Piso,Sur,6.0,3.84,3.08,A,0.2,1.38,Sí
49609,2024-09-06,9,H005,Chalet,Sur,13.0,8.59,3.08,C,0.23,2.68,Sí
49610,2024-05-07,5,H028,Estudio,Centro,5.0,1.0,2.32,A,0.2,0.66,No
49611,2024-09-30,9,H057,Piso,Costa,8.0,4.42,2.1,B,0.18,1.17,No
49612,2024-03-22,3,H047,Adosado,Sur,8.0,5.23,3.08,A,0.2,1.66,No
49613,2024-08-19,8,H011,Estudio,Centro,3.0,2.94,3.92,A,0.2,1.37,No
49614,2024-01-31,1,H034,Piso,Norte,9.0,4.03,3.36,B,0.18,1.33,No
49615,2024-08-21,8,H015,Adosado,Norte,,5.74,5.27,A,0.2,2.2,No
49616,2024-03-24,3,H051,Adosado,Sur,9.0,6.94,2.96,B,0.18,1.78,No
49617,2024-02-11,2,H005,Piso,Costa,7.0,3.42,1.79,C,0.23,1.2,No
49618,2024-07-20,7,H048,Estudio,Costa,3.0,2.55,1.88,A,0.2,0.89,No
49619,2024-09-07,9,H021,Adosado,Norte,11.0,5.72,,A,0.2,1.67,No
49620,2024-03-25,3,H031,Estudio,Sur,6.0,2.61,5.21,C,0.23,1.8,No
49621,2024-07-01,7,H040,Chalet,Costa,12.0,6.51,1.83,B,0.18,1.5,No
49622,2024-09-22,9,H007,Piso,Norte,9.0,3.54,3.34,B,0.18,,No
49623,2024-03-11,3,H035,Piso,Sur,7.0,4.97,2.59,B,0.18,1.36,No
49624,2024-01-22,1,H021,Adosado,Norte,11.0,5.41,3.59,A,0.2,1.8,No
49625,2024-03-16,3,H040,Piso,Norte,8.0,3.64,4.14,A,0.2,1.56,No
49626,2024-09-25,9,H005,Piso,Costa,6.0,4.07,3.75,B,0.18,1.41,No
49627,2024-06-16,6,H014,Estudio,Norte,7.0,2.13,3.4,A,0.2,,No
49628,2024-12-18,12,H034,Piso,Sur,6.0,4.67,2.49,B,0.18,1.29,No
49629,2024-12-16,12,H010,Piso,Centro,7.0,3.92,3.04,B,0.18,1.25,No
49630,2024-08-27,8,H018,Chalet,Sur,12.0,7.12,2.56,C,0.23,2.23,Sí
49631,2024-02-20,2,H017,Chalet,Norte,13.0,8.0,2.93,C,0.23,2.51,Sí
49632,2024-03-23,3,H038,Piso,Sur,5.0,4.26,2.36,A,0.2,1.32,No
49633,2024-12-17,12,H049,Piso,Centro,6.0,4.13,2.47,B,0.18,1.19,No
49634,2024-03-30,3,H056,Piso,Sur,6.0,3.45,4.79,B,0.18,,No
49635,2024-01-13,1,H032,Piso,Centro,5.0,5.09,3.02,A,0.2,1.62,No
49636,2024-06-05,6,H017,Chalet,Norte,,5.58,2.84,A,0.2,1.68,No
49637,2024-07-17,7,H056,Estudio,Norte,5.0,2.99,2.63,B,0.18,1.01,No
49638,2024-06-02,6,H022,Estudio,Centro,3.0,1.46,4.47,A,0.2,1.19,No
49639,2024-07-16,7,H025,Piso,Norte,7.0,4.32,5.11,A,0.2,1.89,No
49640,2024-08-11,8,H051,Estudio,Costa,4.0,3.16,,A,0.2,0.94,No
49641,2024-04-27,4,H016,Piso,Norte,6.0,4.83,2.61,B,0.18,1.34,No
49642,2024-05-30,5,H030,Chalet,Sur,10.0,7.02,3.27,B,0.18,1.85,Sí
49643,2024-08-31,8,H055,Piso,Centro,6.0,2.82,1.87,A,0.2,0.94,No
49644,2024-03-15,3,H034,Adosado,Sur,9.0,6.21,2.93,A,0.2,1.83,Sí
49645,2024-07-31,7,H005,Chalet,Sur,12.0,7.41,4.46,A,0.2,2.37,No
49646,2024-10-01,10,H044,Piso,Costa,8.0,2.38,1.58,B,0.18,0.71,Sí
49647,2024-12-19,12,H033,Estudio,Sur,4.0,3.61,2.05,A,0.2,1.13,No
49648,2024-08-31,8,H005,Estudio,Centro,5.0,2.44,,B,0.18,0.92,No
49649,2024-06-26,6,H040,Piso,Centro,6.0,3.53,2.02,B,0.18,1.0,No
49650,2024-04-17,4,H042,Piso,Centro,5.0,4.76,1.98,A,0.2,1.35,No
49651,2024-10-17,10,H003,Piso,Costa,7.0,3.09,1.8,A,0.2,0.98,No
49652,2024-06-25,6,H038,Piso,Centro,9.0,3.7,2.03,B,0.18,1.03,No
49653,2024-06-22,6,H013,Piso,Norte,7.0,4.81,3.02,B,0.18,1.41,No
49654,2024-04-02,4,H052,Adosado,Centro,9.0,5.36,1.7,B,0.18,1.27,No
49655,2024-04-09,4,H008,Chalet,Norte,14.0,7.32,3.96,B,0.18,2.03,No
49656,2024-06-29,6,H030,Piso,Costa,6.0,4.04,3.9,A,0.2,1.59,No
49657,2024-06-07,6,H050,Estudio,Costa,4.0,1.68,3.7,A,0.2,1.08,No
49658,2024-04-05,4,H005,Chalet,Centro,13.0,6.48,2.57,C,0.23,2.08,Sí
49659,2024-08-19,8,H038,Estudio,Norte,5.0,2.2,3.38,B,0.18,,No
49660,2024-09-07,9,H059,Piso,Norte,8.0,4.14,6.49,C,0.23,2.44,No
49661,2024-12-05,12,H031,Adosado,Centro,8.0,4.87,,B,0.18,1.2,No
49662,2024-03-07,3,H056,Adosado,Sur,7.0,5.3,2.21,A,0.2,1.5,No
49663,2024-08-24,8,H002,Adosado,Costa,7.0,4.81,3.75,B,0.18,1.54,No
49664,2024-01-19,1,H057,Adosado,Sur,11.0,5.93,3.32,A,0.2,1.85,No
49665,2024-10-13,10,H007,Adosado,Costa,9.0,4.62,1.5,C,0.23,1.41,No
49666,2024-10-14,10,H016,Adosado,Norte,9.0,5.88,2.65,B,0.18,1.54,No
49667,2024-07-25,7,H010,Adosado,Costa,10.0,4.49,1.71,A,0.2,1.24,No
49668,2024-11-06,11,H029,Piso,Centro,8.0,4.61,1.83,A,0.2,1.29,Sí
49669,2024-04-12,4,H030,Piso,Centro,9.0,4.02,7.06,A,0.2,2.22,No
49670,2024-06-07,6,H020,Piso,Centro,7.0,5.08,3.6,C,0.23,2.0,No
49671,2024-07-13,7,H042,Piso,Costa,6.0,2.8,3.11,B,0.18,1.06,No
49672,2024-02-20,2,H034,Adosado,Centro,8.0,5.27,2.41,A,0.2,1.54,No
49673,2024-08-11,8,H008,Estudio,Norte,6.0,1.89,3.67,A,0.2,1.11,No
49674,2024-07-20,7,H034,Piso,Centro,8.0,4.74,2.7,A,0.2,1.49,No
49675,2024-04-01,4,H034,Chalet,Norte,11.0,7.36,2.96,B,0.18,1.86,No
49676,2024-06-03,6,H045,Piso,Sur,6.0,3.7,4.12,C,0.23,1.8,Sí
49677,2024-06-24,6,H057,Chalet,Norte,13.0,7.75,5.71,C,0.23,3.1,No
49678,2024-04-19,4,H036,Chalet,Centro,14.0,5.67,2.17,C,0.23,1.8,No
49679,2024-10-25,10,H007,Chalet,Sur,14.0,8.32,3.47,A,0.2,2.36,Sí
49680,2024-08-10,8,H058,Piso,Centro,8.0,2.99,3.1,A,0.2,1.22,No
49681,2024-06-27,6,H014,Piso,Sur,6.0,3.79,3.09,B,0.18,1.24,No
49682,2024-08-13,8,H020,Piso,Sur,8.0,3.81,2.74,C,0.23,1.51,No
49683,2024-03-15,3,H037,Piso,Sur,7.0,4.42,5.22,A,0.2,1.93,No
49684,2024-03-11,3,H033,Adosado,Centro,11.0,5.99,2.89,B,0.18,1.6,No
49685,2024-11-23,11,H031,Chalet,Costa,12.0,7.79,2.18,A,0.2,1.99,Sí
49686,2024-07-27,7,H058,Chalet,Centro,11.0,9.0,1.66,C,0.23,2.45,No
49687,2024-04-12,4,H033,Piso,Centro,10.0,4.96,3.73,B,0.18,1.56,No
49688,2024-02-10,2,H026,Piso,Sur,7.0,3.77,2.71,A,0.2,1.3,No
49689,2024-11-29,11,H026,Piso,Sur,10.0,4.75,2.27,B,0.18,1.26,No
49690,2024-10-06,10,H051,Estudio,Centro,6.0,3.16,4.3,B,0.18,1.34,No
49691,2024-01-30,1,H038,Piso,Sur,9.0,4.0,2.9,B,0.18,1.24,No
49692,2024-08-30,8,H016,Piso,Sur,8.0,4.09,2.49,A,0.2,1.32,No
49693,2024-02-21,2,H012,Chalet,Norte,11.0,7.44,3.98,C,0.23,,No
49694,2024-02-26,2,H001,Chalet,Centro,12.0,7.85,2.65,C,0.23,2.42,No
49695,2024-07-08,7,H060,Adosado,Sur,8.0,4.8,2.45,B,0.18,1.3,Sí
49696,2024-03-19,3,H044,Piso,Norte,7.0,4.64,2.95,B,0.18,1.37,No
49697,2024-07-14,7,H020,Adosado,Sur,8.0,5.13,3.81,B,0.18,1.61,No
49698,2024-07-15,7,H057,Estudio,Norte,7.0,3.33,3.49,C,0.23,1.57,No
49699,2024-01-31,1,H050,Adosado,Norte,8.0,5.54,,B,0.18,1.56,No
49700,2024-11-27,11,H002,Piso,Centro,6.0,4.02,2.0,B,0.18,1.08,No
49701,2024-01-30,1,H031,Adosado,Norte,7.0,5.56,2.75,C,0.23,1.91,No
49702,2024-04-22,4,H018,Piso,Centro,,4.74,2.36,A,0.2,1.42,No
49703,2024-05-17,5,H042,Piso,Centro,5.0,4.92,,C,0.23,2.04,No
49704,2024-08-09,8,H010,Piso,Costa,5.0,4.19,2.81,C,0.23,1.61,No
49705,2024-06-20,6,H055,Piso,Norte,7.0,2.6,3.7,A,0.2,1.26,No
49706,2024-06-03,6,H055,Adosado,Centro,11.0,6.13,3.32,B,0.18,1.7,No
49707,2024-10-02,10,H006,Adosado,Sur,10.0,5.5,3.37,A,0.2,1.77,No
