"","longitude","latitude","price","room_type","minimum_nights","number_of_reviews","review_scores_value","calculated_host_listings_count","bedrooms","reviews_per_month","beds","accommodates","availability_30","availability_60","availability_90","instant_bookable","Distancia_Centro","Distancia_Norte","Distancia_Sur","logprice","tv_ports","phone_ports","Vecinos","Piso","ventanas"
"5597",-3.70952,40.42197,96,"Entire home/apt",1,8,9,6,1,0.47,2,2,30,60,90,"f",0.8,6,3.7,4.56434819146784,1,1,1,1,3
"5598",-3.59283,40.40369,50,"Entire home/apt",1,36,9,1,1,2.05,2,4,0,18,48,"t",9.5,10.7,11.2,3.91202300542815,4,3,2,4,1
"5599",-3.70696,40.41658,184,"Entire home/apt",1,42,9,13,5,2.53,11,16,30,53,83,"t",0.3,6.5,3.2,5.21493575760899,2,2,3,3,7
"5600",-3.70141,40.41532,121,"Entire home/apt",3,49,10,1,2,2.72,3,6,4,27,51,"t",0.2,6.5,3.3,4.79579054559674,1,4,3,2,4
"5601",-3.7146,40.41213,36,"Entire home/apt",7,48,9,1,1,2.66,1,2,9,39,69,"t",1.1,7.2,2.5,3.58351893845611,1,4,3,2,1
"5602",-3.70804,40.41698,184,"Entire home/apt",1,43,9,13,5,2.74,11,16,30,53,83,"t",0.4,6.5,3.2,5.21493575760899,1,2,1,4,6
"5603",-3.68997,40.36047,50,"Entire home/apt",3,23,9,3,1,1.36,2,4,29,59,89,"t",6.4,12.4,4.5,3.91202300542815,1,4,1,5,1
"5604",-3.68699,40.47246,130,"Entire home/apt",2,4,9,1,3,0.25,4,6,13,13,35,"t",6.4,0.4,9.6,4.86753445045558,2,3,1,2,4
"5605",-3.70007,40.41367,121,"Entire home/apt",3,33,10,1,2,2.04,4,6,0,0,0,"t",0.4,6.6,3.3,4.79579054559674,2,3,3,3,4
"5606",-3.70115,40.42989,270,"Entire home/apt",2,54,10,1,3,2.99,5,10,30,60,77,"f",1.5,4.9,4.8,5.59842195899838,1,1,1,5,3
"5607",-3.70737,40.41256,126,"Entire home/apt",2,33,10,6,2,1.89,3,6,30,60,90,"t",0.6,6.9,2.8,4.83628190695148,1,4,3,5,5
"5608",-3.69498,40.41236,41,"Entire home/apt",1,109,9,13,1,6.41,2,4,22,51,67,"t",0.9,6.7,3.4,3.71357206670431,3,2,1,6,1
"5609",-3.70362,40.4162,45,"Entire home/apt",2,69,10,2,1,3.78,1,4,29,55,81,"t",0.1,6.4,3.3,3.80666248977032,2,4,2,2,2
"5610",-3.70631,40.4112,68,"Entire home/apt",2,51,10,7,1,2.8,2,4,30,60,90,"t",0.7,7,2.7,4.21950770517611,3,2,2,4,2
"5611",-3.73162,40.4103,87,"Entire home/apt",2,23,8,1,2,1.3,3,6,0,0,0,"t",2.5,8,2.2,4.46590811865458,1,1,2,1,3
"5612",-3.69577,40.40876,72,"Entire home/apt",3,8,8,9,1,0.45,2,3,0,0,15,"t",1.1,7.1,3.1,4.27666611901606,2,3,1,5,2
"5613",-3.66179,40.42458,59,"Entire home/apt",3,25,9,1,1,1.38,2,4,29,59,89,"t",3.6,5.5,6.5,4.07753744390572,4,4,1,1,2
"5614",-3.70614,40.39361,57,"Entire home/apt",3,28,9,1,2,1.81,4,6,29,59,89,"t",2.6,8.9,1.6,4.04305126783455,3,2,3,4,2
"5615",-3.67697,40.42443,185,"Entire home/apt",1,28,9,1,4,1.55,6,8,0,0,0,"t",2.4,5.3,5.5,5.22035582507832,1,1,2,3,5
"5616",-3.7138,40.41139,60,"Entire home/apt",5,7,8,1,2,0.43,2,2,29,59,89,"f",1.1,7.2,2.4,4.0943445622221,4,3,3,6,4
"5617",-3.70297,40.42287,90.32,"Entire home/apt",2,4,8,41,1,0.22,2,4,0,13,43,"t",0.7,5.7,4,4.50335891984141,3,4,1,3,4
"5618",-3.69644,40.41373,61,"Entire home/apt",1,9,8,213,2,0.61,3,6,30,60,90,"t",0.7,6.6,3.5,4.11087386417331,4,1,2,5,3
"5619",-3.69662,40.41235,61,"Entire home/apt",1,3,9,213,2,0.21,3,6,30,60,90,"t",0.7,6.7,3.3,4.11087386417331,3,4,3,2,3
"5620",-3.69877,40.40987,35,"Entire home/apt",3,70,9,65,1,3.93,2,3,17,47,77,"t",0.9,7,3,3.55534806148941,1,1,2,1,1
"5621",-3.66857,40.38475,48,"Entire home/apt",1,4,7,1,1,0.23,1,3,0,0,0,"f",4.6,9.8,4.8,3.87120101090789,2,3,1,1,1
"5622",-3.70263,40.41105,58,"Entire home/apt",1,75,9,1,1,4.11,1,3,30,60,90,"t",0.6,7,2.9,4.06044301054642,1,2,2,4,4
"5623",-3.70283,40.41115,67,"Entire home/apt",1,8,9,213,2,0.51,3,6,0,0,0,"t",0.6,7,2.9,4.20469261939097,3,2,3,5,2
"5624",-3.67825,40.39787,241,"Entire home/apt",1,3,7,1,4,0.17,8,10,25,55,85,"t",3,8.2,4,5.48479693349065,2,4,1,3,7
"5625",-3.70157,40.40938,59,"Entire home/apt",2,41,9,1,1,2.36,1,2,29,59,89,"f",0.8,7.1,2.8,4.07753744390572,2,1,1,1,4
"5626",-3.70178,40.41259,67,"Entire home/apt",1,2,10,213,2,0.13,2,6,29,59,89,"t",0.5,6.8,3.1,4.20469261939097,4,2,3,1,3
"5627",-3.70183,40.41135,91,"Entire home/apt",1,5,9,213,3,0.32,4,8,29,59,89,"t",0.6,6.9,3,4.51085950651685,4,3,1,6,5
"5629",-3.73142,40.41245,68,"Entire home/apt",2,13,9,1,2,0.76,2,5,0,0,0,"f",2.4,7.8,2.5,4.21950770517611,3,2,1,2,4
"5630",-3.70633,40.4222,50,"Entire home/apt",2,4,8,13,1,0.22,1,3,23,42,63,"t",0.7,5.9,3.8,3.91202300542815,4,2,3,1,2
"5631",-3.70405,40.42317,63,"Entire home/apt",3,5,9,3,1,0.31,2,2,29,59,89,"f",0.7,5.7,4,4.14313472639153,4,4,3,6,2
"5632",-3.70495,40.42208,82,"Entire home/apt",1,17,9,63,2,0.96,2,4,28,58,88,"t",0.6,5.9,3.8,4.40671924726425,4,1,1,4,5
"5633",-3.67112,40.43622,175,"Entire home/apt",2,4,10,1,2,0.23,3,4,0,0,0,"f",3.5,4.1,6.8,5.16478597392351,1,1,2,6,4
"5634",-3.66873,40.40047,45,"Entire home/apt",1,26,9,3,1,1.55,2,4,0,0,0,"t",3.4,8,4.8,3.80666248977032,4,4,1,1,1
"5635",-3.70546,40.413,108.71,"Entire home/apt",2,35,9,2,2,2.27,3,6,30,60,90,"t",0.5,6.8,2.9,4.68868378621591,2,2,2,1,4
"5636",-3.69537,40.41571,110,"Entire home/apt",3,1,10,10,1,0.06,1,2,0,0,14,"t",0.7,6.3,3.7,4.70048036579242,3,3,3,3,4
"5637",-3.71066,40.41816,200,"Entire home/apt",4,6,8,1,3,0.33,3,4,0,0,0,"t",0.6,6.4,3.2,5.29831736654804,4,2,1,2,6
"5638",-3.70304,40.42391,110,"Entire home/apt",3,16,9,10,1,0.89,1,2,30,60,90,"t",0.8,5.6,4.1,4.70048036579242,3,4,1,5,3
"5639",-3.69471,40.41773,130,"Entire home/apt",3,1,8,10,1,0.06,1,4,0,0,0,"t",0.7,6.1,3.9,4.86753445045558,1,2,2,4,4
"5640",-3.69959,40.40846,55,"Entire home/apt",1,90,10,1,3,5.1,3,6,25,42,59,"t",1,7.2,2.9,4.00733318523247,4,3,2,3,5
"5641",-3.70285,40.41252,67,"Entire home/apt",1,3,8,213,2,0.19,3,6,30,60,90,"t",0.5,6.8,3,4.20469261939097,2,4,1,4,2
"5642",-3.70327,40.41142,58,"Entire home/apt",1,1,10,213,1,0.06,1,4,29,57,87,"t",0.6,7,2.9,4.06044301054642,3,2,2,4,2
"5643",-3.68838,40.40825,124,"Entire home/apt",2,14,9,1,2,0.8,4,6,0,0,0,"t",1.6,7.1,3.6,4.82028156560504,4,1,3,4,2
"5644",-3.68252,40.40515,80,"Entire home/apt",2,41,10,1,2,2.3,3,4,0,13,43,"t",2.2,7.4,3.9,4.38202663467388,2,1,3,4,2
"5645",-3.68245,40.42711,120,"Entire home/apt",2,7,10,1,2,0.39,2,3,0,0,0,"t",2.1,5,5.4,4.78749174278205,3,2,1,2,2
"5646",-3.71714,40.42127,52,"Entire home/apt",2,54,9,2,1,3.06,2,4,1,1,1,"f",1.3,6.3,3.4,3.95124371858143,3,1,1,2,1
"5647",-3.7026,40.41039,71,"Entire home/apt",4,52,9,6,1,2.93,2,3,30,60,90,"t",0.7,7,2.8,4.26267987704132,3,1,1,1,4
"5648",-3.7119,40.41038,44,"Entire home/apt",3,31,9,1,2,1.76,2,4,20,50,80,"t",1,7.3,2.4,3.78418963391826,3,2,1,1,5
"5649",-3.64089,40.44296,65,"Entire home/apt",2,9,9,1,1,0.52,1,2,27,57,87,"f",6,4.8,9.1,4.17438726989564,4,2,2,1,4
"5650",-3.70336,40.46135,71,"Entire home/apt",3,19,10,5,1,1.05,3,5,6,23,23,"t",5,2.1,8,4.26267987704132,3,1,1,4,3
"5651",-3.6943,40.42109,159,"Entire home/apt",1,5,8,1,2,0.28,2,5,29,59,89,"t",0.9,5.7,4.2,5.06890420222023,1,4,1,4,4
"5652",-3.70102,40.40838,73,"Entire home/apt",1,44,9,1,2,2.5,5,6,30,60,90,"f",0.9,7.2,2.8,4.29045944114839,3,3,1,2,3
"5653",-3.71025,40.4216,95,"Entire home/apt",1,2,9,1,1,0.12,1,4,0,0,3,"t",0.8,6.1,3.6,4.55387689160054,2,2,3,1,1
"5654",-3.70055,40.42809,166,"Entire home/apt",2,6,10,1,2,0.35,2,5,0,0,0,"f",1.3,5.1,4.6,5.11198778835654,3,2,2,4,2
"5655",-3.69866,40.42251,100,"Entire home/apt",1,21,10,5,1,1.2,1,4,0,13,43,"t",0.8,5.7,4.1,4.60517018598809,3,4,2,4,1
"5656",-3.70151,40.42769,115,"Entire home/apt",1,17,9,1,3,0.95,3,6,0,14,44,"t",1.2,5.2,4.5,4.74493212836325,3,1,3,1,4
"5657",-3.66837,40.42046,90,"Entire home/apt",2,15,9,1,1,0.89,1,2,30,60,90,"t",3,5.8,5.8,4.49980967033027,2,3,1,1,1
"5658",-3.70459,40.43064,123,"Entire home/apt",2,11,9,41,1,0.94,1,2,1,2,3,"t",1.6,5,4.7,4.81218435537242,4,1,1,5,1
"5659",-3.70224,40.42091,135,"Entire home/apt",3,1,10,2,3,0.14,3,5,2,2,2,"t",0.5,5.9,3.8,4.90527477843843,3,3,3,5,3
"5660",-3.67882,40.42523,49,"Entire home/apt",7,18,9,5,1,1.1,2,4,0,0,7,"t",2.3,5.2,5.4,3.89182029811063,2,3,3,1,3
"5661",-3.70546,40.41532,170,"Entire home/apt",2,38,10,18,2,2.16,4,5,29,53,80,"t",0.2,6.6,3.1,5.13579843705026,4,2,2,2,4
"5663",-3.69825,40.41997,103,"Entire home/apt",1,16,10,10,2,0.9,2,4,0,0,29,"t",0.6,5.9,3.9,4.63472898822964,3,2,3,3,5
"5664",-3.70161,40.41429,48,"Entire home/apt",3,63,9,24,1,3.63,2,4,10,40,70,"t",0.3,6.6,3.2,3.87120101090789,3,1,1,2,1
"5665",-3.70293,40.42732,84,"Entire home/apt",2,50,9,30,2,2.84,3,6,30,60,90,"t",1.2,5.2,4.4,4.43081679884331,1,2,2,1,5
"5666",-3.69667,40.42105,77,"Entire home/apt",1,2,10,10,2,0.12,2,4,30,60,90,"t",0.7,5.8,4.1,4.34380542185368,2,2,3,2,2
"5667",-3.7098,40.40837,85,"Entire home/apt",2,31,10,1,1,1.74,1,2,0,0,0,"t",1.1,7.4,2.3,4.44265125649032,3,1,3,6,1
"5668",-3.70063,40.42312,77,"Entire home/apt",1,104,9,1,2,5.91,3,4,0,0,0,"t",0.7,5.6,4.1,4.34380542185368,2,3,3,4,5
"5669",-3.69916,40.4215,50,"Entire home/apt",3,23,9,1,1,1.74,1,2,0,0,0,"t",0.6,5.8,4,3.91202300542815,2,4,1,5,3
"5670",-3.60543,40.39843,76,"Entire home/apt",2,60,10,1,2,3.4,3,4,30,60,76,"t",8.5,10.5,10.1,4.33073334028633,1,4,1,5,4
"5671",-3.68884,40.48576,45,"Entire home/apt",3,2,10,1,2,0.12,3,2,0,0,0,"f",7.8,1.6,11,3.80666248977032,4,1,1,5,2
"5672",-3.67686,40.40337,57,"Entire home/apt",7,37,9,1,2,2.08,3,4,29,59,89,"t",2.7,7.6,4.2,4.04305126783455,1,4,2,4,4
"5673",-3.73113,40.41232,257.14,"Entire home/apt",2,26,9,1,2,1.59,4,6,0,0,0,"t",2.4,7.8,2.5,5.5496206836561,2,3,3,1,3
"5674",-3.63589,40.42807,90,"Entire home/apt",2,11,8,1,2,0.64,2,3,29,59,89,"t",5.9,6.3,8.6,4.49980967033027,1,3,2,4,2
"5675",-3.70618,40.41954,106,"Entire home/apt",1,50,10,3,2,2.95,2,4,30,60,90,"t",0.4,6.2,3.5,4.66343909411207,1,4,1,4,5
"5676",-3.69558,40.40891,35,"Entire home/apt",3,31,8,1,1,1.75,1,2,29,59,89,"t",1.1,7.1,3.1,3.55534806148941,1,4,1,5,3
"5677",-3.71574,40.4245,65,"Entire home/apt",7,41,9,5,2,2.39,3,6,0,0,0,"t",1.4,6,3.8,4.17438726989564,1,4,2,2,4
"5678",-3.66645,40.42553,79,"Entire home/apt",2,25,9,5,3,1.54,5,6,4,21,34,"t",3.3,5.3,6.2,4.36944785246702,1,3,3,2,6
"5679",-3.70588,40.42524,89,"Entire home/apt",2,12,9,1,1,0.71,2,3,0,0,0,"t",1,5.6,4.1,4.48863636973214,3,2,2,6,2
"5680",-3.72194,40.38985,48,"Entire home/apt",2,45,9,1,1,2.52,1,3,26,56,86,"f",3.4,9.7,0.2,3.87120101090789,1,3,2,2,1
"5681",-3.71712,40.38538,80,"Entire home/apt",7,18,9,5,3,1.02,5,7,0,0,0,"t",3.7,10.1,0.9,4.38202663467388,3,1,1,4,5
"5682",-3.70607,40.41964,78,"Entire home/apt",1,51,9,3,1,2.9,2,4,30,60,90,"t",0.4,6.1,3.5,4.35670882668959,3,4,1,2,2
"5683",-3.70618,40.41954,83,"Entire home/apt",1,33,10,3,1,1.88,2,4,0,12,42,"t",0.4,6.2,3.5,4.4188406077966,1,3,3,6,1
"5684",-3.69246,40.42464,76,"Entire home/apt",1,55,10,18,1,3.08,1,3,11,34,61,"t",1.3,5.3,4.6,4.33073334028633,4,2,1,2,4
"5685",-3.70812,40.41917,147,"Entire home/apt",1,15,10,18,4,1.04,9,10,30,57,87,"t",0.5,6.3,3.4,4.99043258677874,2,4,3,6,5
"5686",-3.70071,40.41238,184,"Entire home/apt",2,37,9,1,4,2.09,7,8,30,60,90,"t",0.5,6.8,3.1,5.21493575760899,2,3,2,4,5
"5687",-3.70232,40.40915,80,"Entire home/apt",3,12,10,1,2,0.69,2,4,0,0,1,"f",0.8,7.2,2.7,4.38202663467388,4,4,2,5,5
"5688",-3.7071,40.4164,37.43,"Entire home/apt",3,59,9,65,1,3.31,1,2,20,50,80,"t",0.3,6.5,3.2,3.62247252191634,2,4,1,3,4
"5689",-3.70355,40.46079,48,"Entire home/apt",1,63,9,3,2,3.55,3,6,20,46,74,"t",4.9,2.2,8,3.87120101090789,3,3,1,1,3
"5690",-3.68538,40.42929,91,"Entire home/apt",1,45,9,1,3,2.7,4,6,19,33,63,"t",2.1,4.7,5.4,4.51085950651685,2,2,2,5,3
"5691",-3.701,40.40756,39,"Entire home/apt",1,26,9,2,1,1.52,4,4,30,60,90,"t",1,7.3,2.7,3.66356164612965,3,1,2,6,4
"5692",-3.70309,40.41124,233,"Entire home/apt",3,34,10,11,4,1.94,8,12,0,0,0,"t",0.6,7,2.9,5.4510384535657,1,1,1,3,6
"5693",-3.68987,40.46442,95,"Entire home/apt",7,7,10,1,4,0.4,4,8,0,0,0,"t",5.4,1,8.7,4.55387689160054,2,4,1,5,7
"5694",-3.70526,40.42292,115,"Entire home/apt",2,33,9,13,2,1.88,3,5,30,60,90,"t",0.7,5.8,3.9,4.74493212836325,4,4,1,2,4
"5695",-3.71565,40.41066,160,"Entire home/apt",3,4,10,117,2,0.23,3,4,0,0,0,"t",1.2,7.4,2.3,5.07517381523383,4,2,1,4,4
"5697",-3.6938,40.40455,92,"Entire home/apt",2,20,9,16,2,1.17,2,4,0,0,0,"t",1.6,7.6,3,4.52178857704904,3,3,1,4,5
"5698",-3.70905,40.42205,240,"Entire home/apt",3,44,10,3,3,2.52,5,6,25,50,75,"t",0.8,6,3.7,5.48063892334199,3,2,1,6,4
"5699",-3.67682,40.42919,130,"Entire home/apt",3,7,9,1,1,0.41,2,4,30,60,90,"f",2.6,4.8,5.9,4.86753445045558,4,4,3,4,1
"5700",-3.69374,40.42683,75,"Entire home/apt",1,13,10,1,1,0.76,1,2,16,29,59,"f",1.4,5.1,4.8,4.31748811353631,4,4,3,1,4
"5701",-3.70468,40.41948,199,"Entire home/apt",1,56,10,1,4,3.19,12,8,14,39,69,"f",0.3,6.1,3.6,5.29330482472449,4,3,2,5,6
"5702",-3.70893,40.42732,149,"Entire home/apt",3,6,9,1,2,0.37,2,4,30,60,90,"f",1.3,5.4,4.3,5.00394630594546,4,3,1,6,5
"5703",-3.73529,40.41195,95,"Entire home/apt",2,14,10,1,1,0.82,1,2,28,58,88,"f",2.8,8,2.5,4.55387689160054,2,3,3,3,2
"5704",-3.70144,40.4188,115,"Entire home/apt",3,9,9,4,2,0.75,3,4,0,0,0,"f",0.3,6.1,3.7,4.74493212836325,4,3,1,5,5
"5705",-3.69938,40.41041,65,"Entire home/apt",1,17,9,1,1,0.98,1,4,0,0,0,"t",0.8,7,3,4.17438726989564,1,2,2,1,1
"5706",-3.746,40.37763,36,"Entire home/apt",1,13,9,3,1,0.74,1,2,0,0,0,"t",5.7,11.8,2.4,3.58351893845611,1,1,3,2,2
"5707",-3.71093,40.43064,56,"Entire home/apt",2,9,9,1,1,0.52,2,4,0,0,0,"f",1.7,5.2,4.6,4.02535169073515,3,3,2,2,3
"5708",-3.70549,40.40798,70,"Entire home/apt",2,26,8,1,1,1.51,1,2,29,59,89,"f",1,7.4,2.5,4.24849524204936,2,3,1,3,3
"5709",-3.70578,40.40413,86,"Entire home/apt",3,4,9,1,1,0.23,1,2,0,0,0,"t",1.4,7.8,2.1,4.45434729625351,2,1,1,3,1
"5710",-3.69847,40.41984,58,"Entire home/apt",1,1,8,213,1,0.09,1,4,17,44,74,"t",0.5,5.9,3.9,4.06044301054642,1,3,3,2,2
"5711",-3.67521,40.40448,149,"Entire home/apt",2,47,9,1,3,2.68,4,7,15,45,75,"t",2.7,7.5,4.4,5.00394630594546,2,2,3,3,4
"5712",-3.70859,40.46098,76,"Entire home/apt",1,97,10,7,1,5.52,2,4,28,58,88,"t",4.9,2.5,7.9,4.33073334028633,2,2,2,2,2
"5713",-3.70336,40.4274,55,"Entire home/apt",2,37,9,2,1,2.13,1,2,28,58,75,"t",1.2,5.3,4.4,4.00733318523247,3,4,3,1,1
"5714",-3.64801,40.43733,51,"Entire home/apt",2,33,9,1,1,1.9,2,2,26,52,77,"f",5.2,4.8,8.3,3.93182563272433,2,4,2,6,1
"5715",-3.71148,40.45802,190,"Entire home/apt",2,1,10,4,2,0.06,2,4,17,47,77,"t",4.6,2.9,7.5,5.24702407216049,2,2,2,3,5
"5716",-3.69371,40.41179,67,"Entire home/apt",1,5,10,213,2,0.3,2,6,13,43,73,"t",1,6.8,3.5,4.20469261939097,3,2,3,4,3
"5717",-3.70972,40.41035,76,"Entire home/apt",3,60,10,4,1,3.43,2,4,1,1,1,"t",0.9,7.2,2.5,4.33073334028633,2,3,3,3,4
"5718",-3.70261,40.4214,20,"Entire home/apt",5,18,8,5,1,1.1,2,2,4,4,4,"f",0.5,5.9,3.9,2.99573227355399,3,2,3,1,2
"5719",-3.70374,40.44556,100,"Entire home/apt",5,20,10,2,1,1.17,1,2,0,8,22,"f",3.2,3.4,6.3,4.60517018598809,4,1,1,1,4
"5720",-3.71242,40.4195,81,"Entire home/apt",2,53,10,4,1,3.33,2,4,29,57,77,"t",0.8,6.4,3.3,4.39444915467244,1,4,2,2,2
"5721",-3.67281,40.44182,40,"Entire home/apt",2,11,9,1,1,0.64,1,2,0,0,0,"f",3.8,3.4,7.1,3.68887945411394,2,4,3,1,1
"5722",-3.70196,40.42328,125,"Entire home/apt",3,13,9,1,2,0.76,2,5,30,60,90,"f",0.7,5.7,4.1,4.8283137373023,3,3,3,3,4
"5723",-3.69725,40.41312,140,"Entire home/apt",2,1,10,2,2,0.09,4,5,30,60,90,"t",0.7,6.7,3.4,4.9416424226093,2,1,3,1,3
"5724",-3.66541,40.39811,46,"Entire home/apt",2,30,9,11,1,1.81,1,3,29,59,89,"t",3.8,8.3,5,3.8286413964891,4,4,3,2,3
"5725",-3.67494,40.42465,93,"Entire home/apt",2,21,9,6,4,1.25,4,8,15,45,75,"f",2.6,5.3,5.6,4.53259949315326,1,4,1,4,4
"5726",-3.70176,40.41111,73,"Entire home/apt",2,13,9,2,1,0.76,1,4,2,32,62,"t",0.6,7,2.9,4.29045944114839,1,1,3,4,1
"5727",-3.64707,40.44253,65,"Entire home/apt",1,78,10,1,1,4.51,2,3,29,59,89,"f",5.6,4.4,8.7,4.17438726989564,2,1,1,3,2
"5728",-3.70905,40.42793,50,"Entire home/apt",2,7,9,1,1,0.41,1,2,0,0,0,"t",1.3,5.4,4.3,3.91202300542815,4,2,3,1,3
"5729",-3.69822,40.49135,74,"Entire home/apt",2,10,10,1,2,0.59,4,6,20,50,80,"f",8.3,2.5,11.4,4.30406509320417,4,4,1,1,5
"5730",-3.72888,40.38023,70,"Entire home/apt",1,26,9,1,2,1.49,4,6,30,60,90,"t",4.6,10.9,1.3,4.24849524204936,2,3,2,1,3
"5731",-3.69627,40.39102,65,"Entire home/apt",2,11,9,1,1,0.65,1,2,0,0,0,"f",2.9,9.1,2.4,4.17438726989564,3,2,1,2,2
"5732",-3.70705,40.45373,90,"Entire home/apt",2,14,9,1,3,1.01,5,6,0,0,0,"f",4.1,2.9,7.1,4.49980967033027,4,4,3,3,6
"5733",-3.69996,40.4114,110,"Entire home/apt",4,24,10,2,3,1.48,3,6,24,54,84,"t",0.7,6.9,3.1,4.70048036579242,4,3,3,6,3
"5734",-3.67342,40.42497,93,"Entire home/apt",2,16,9,6,4,0.94,5,8,0,0,0,"f",2.7,5.3,5.7,4.53259949315326,4,4,3,4,5
"5735",-3.72738,40.39094,48,"Entire home/apt",2,34,9,58,1,1.98,3,4,22,52,82,"t",3.5,9.8,0.3,3.87120101090789,3,3,3,5,1
"5736",-3.67047,40.3824,67,"Entire home/apt",2,12,9,1,1,0.77,1,4,29,59,89,"f",4.7,10,4.7,4.20469261939097,3,4,1,4,3
"5737",-3.70604,40.42168,105,"Entire home/apt",2,34,10,1,2,1.95,2,4,13,43,73,"t",0.6,5.9,3.8,4.65396035015752,2,2,2,2,4
"5738",-3.65872,40.43546,37,"Entire home/apt",1,87,9,2,1,4.97,3,5,2,18,18,"t",4.3,4.5,7.4,3.61091791264422,1,3,1,3,4
"5739",-3.69449,40.37236,64,"Entire home/apt",3,48,9,3,2,2.79,4,7,14,44,74,"t",5,11.1,3.3,4.15888308335967,1,1,2,4,4
"5740",-3.70407,40.41503,66,"Entire home/apt",1,5,8,2,1,0.42,1,4,0,0,0,"f",0.2,6.6,3.2,4.18965474202643,1,2,1,5,4
"5741",-3.70721,40.41876,94,"Entire home/apt",2,19,9,7,1,1.11,2,4,0,0,0,"t",0.4,6.3,3.4,4.54329478227,3,2,3,4,3
"5742",-3.70108,40.38816,56,"Entire home/apt",1,3,9,213,2,0.19,3,6,27,57,87,"t",3.2,9.4,2,4.02535169073515,2,4,1,2,2
"5743",-3.70107,40.38701,56,"Entire home/apt",1,1,10,213,2,0.06,3,6,29,59,89,"t",3.3,9.6,2,4.02535169073515,4,1,2,5,3
"5744",-3.70407,40.42859,100,"Entire home/apt",4,23,9,1,1,1.34,2,4,29,59,89,"t",1.3,5.2,4.5,4.60517018598809,4,3,3,5,2
"5745",-3.68361,40.43576,336,"Entire home/apt",6,12,7,1,2,0.7,4,6,30,60,90,"t",2.7,4,6.1,5.8171111599632,1,4,1,5,3
"5746",-3.68791,40.44909,73,"Entire home/apt",2,36,10,58,1,2.09,2,4,1,1,1,"t",3.8,2.6,7.2,4.29045944114839,2,1,1,6,1
"5747",-3.69919,40.43633,81.86,"Entire home/apt",6,15,9,3,2,0.88,2,4,30,60,90,"t",2.2,4.2,5.5,4.40501047106426,3,4,3,3,3
"5748",-3.70254,40.41088,78,"Entire home/apt",2,26,9,8,1,1.53,3,6,30,60,90,"t",0.7,7,2.9,4.35670882668959,4,3,1,3,1
"5749",-3.67047,40.42758,59,"Entire home/apt",6,3,6,1,2,0.17,2,4,29,59,89,"f",3,5,6.1,4.07753744390572,2,3,1,4,3
"5750",-3.7033,40.40886,86,"Entire home/apt",3,13,9,1,2,0.75,2,4,29,59,89,"f",0.9,7.2,2.7,4.45434729625351,2,3,2,6,5
"5751",-3.71557,40.42179,92,"Entire home/apt",1,38,9,23,2,2.22,4,6,28,58,83,"t",1.2,6.2,3.5,4.52178857704904,2,3,2,2,2
"5752",-3.73369,40.40597,60,"Entire home/apt",1,11,6,1,3,0.64,3,4,0,0,0,"t",2.8,8.5,1.9,4.0943445622221,2,2,3,3,5
"5753",-3.59171,40.45632,60,"Entire home/apt",3,36,9,1,1,2.1,1,2,3,28,58,"t",10.4,7.9,13.4,4.0943445622221,3,2,2,1,3
"5754",-3.63199,40.4709,59,"Entire home/apt",3,23,9,9,3,1.44,3,4,0,15,45,"t",8.5,4.3,11.8,4.07753744390572,2,4,2,3,4
"5755",-3.70772,40.42503,88.57,"Entire home/apt",1,33,9,1,1,1.93,1,4,0,0,0,"t",1,5.6,4,4.48379319982149,2,3,2,2,4
"5756",-3.70297,40.40647,95,"Entire home/apt",2,6,9,1,1,0.38,2,3,30,60,90,"f",1.1,7.5,2.5,4.55387689160054,2,3,2,5,1
"5757",-3.71128,40.41059,106,"Entire home/apt",2,33,9,13,2,1.91,3,5,30,60,90,"t",1,7.2,2.4,4.66343909411207,2,2,2,3,5
"5758",-3.69836,40.40841,57,"Entire home/apt",2,66,10,3,1,3.81,3,4,22,52,82,"t",1,7.2,2.9,4.04305126783455,4,1,2,6,4
"5759",-3.70664,40.415,39,"Entire home/apt",2,33,9,1,1,1.94,2,3,15,31,61,"t",0.3,6.7,3.1,3.66356164612965,2,1,3,3,2
"5760",-3.71318,40.41226,108,"Entire home/apt",2,57,10,58,2,3.32,4,6,0,0,0,"t",1,7.1,2.6,4.68213122712422,2,4,3,6,5
"5761",-3.69697,40.41316,81,"Entire home/apt",2,8,9,1,1,0.47,2,2,24,54,84,"f",0.7,6.6,3.4,4.39444915467244,1,2,3,5,1
"5762",-3.69251,40.35714,30,"Entire home/apt",1,19,10,1,1,1.11,2,3,0,0,0,"t",6.7,12.8,4.6,3.40119738166216,2,4,2,4,2
"5763",-3.70165,40.42321,124,"Entire home/apt",1,2,10,47,1,0.23,2,4,0,13,43,"t",0.7,5.7,4.1,4.82028156560504,1,1,2,3,1
"5764",-3.70084,40.44011,95,"Entire home/apt",4,1,10,14,2,0.06,3,4,29,59,89,"f",2.6,3.9,5.8,4.55387689160054,4,3,2,6,4
"5765",-3.70293,40.40889,61,"Entire home/apt",2,28,9,1,1,1.63,1,4,30,60,90,"t",0.9,7.2,2.7,4.11087386417331,1,1,3,4,1
"5766",-3.70708,40.42521,60,"Entire home/apt",3,13,10,2,2,0.76,2,3,0,0,0,"t",1,5.6,4.1,4.0943445622221,1,1,1,1,4
"5767",-3.70278,40.40731,186,"Entire home/apt",1,28,8,31,2,1.61,2,4,0,0,0,"t",1,7.4,2.6,5.2257466737132,3,4,3,3,5
